,card_name,card_type,release,usd_price,cmc,color_identity,rarity
2115,Cateran Enforcer,Creature — Horror Mercenary,1999-10-04,0.16,5.0,['B'],uncommon
2116,Cateran Kidnappers,Creature — Human Mercenary,1999-10-04,0.19,4.0,['B'],uncommon
2117,Cateran Overlord,Creature — Horror Mercenary,1999-10-04,0.51,7.0,['B'],rare
2118,Cateran Persuader,Creature — Human Mercenary,1999-10-04,0.14,2.0,['B'],common
2119,Cateran Slaver,Creature — Horror Mercenary,1999-10-04,0.42,6.0,['B'],rare
2120,Caterwauling Boggart,Creature — Goblin Shaman,2007-10-12,0.28,4.0,['R'],common
2121,Cathar Commando,Creature — Human Soldier,2024-11-15,0.21,2.0,['W'],common
2122,Cathar's Companion,Creature — Dog,2020-07-17,0.06,3.0,['W'],common
2123,Cathartic Adept,Creature — Human Wizard,2008-10-03,0.17,1.0,['U'],common
2124,Cathedral Acolyte,Creature — Human Cleric,2024-03-08,0.35,2.0,['G'],uncommon
2125,Cathedral Membrane,Artifact Creature — Phyrexian Wall,2011-05-13,0.14,2.0,['W'],uncommon
2126,Cathedral Sanctifier,Creature — Human Cleric,2016-02-26,0.13,1.0,['W'],common
2127,Cathodion,Artifact Creature — Construct,2020-08-07,0.07,3.0,[],common
2128,Catti-brie of Mithral Hall,Legendary Creature — Human Archer,2021-07-23,0.18,2.0,"['G', 'W']",rare
2129,Cat Warriors,Creature — Cat Warrior,1999-04-21,0.15,3.0,['G'],common
2130,Cauldron Familiar,Creature — Cat,2020-07-17,5.02,1.0,['B'],common
2131,Caustic Bronco,Creature — Snake Horse Mount,2024-04-19,4.21,2.0,['B'],rare
2132,Caustic Caterpillar,Creature — Insect,2015-07-17,0.15,1.0,['G'],common
2133,Caustic Crawler,Creature — Insect,2010-02-05,0.13,5.0,['B'],uncommon
2134,Caustic Hound,Creature — Phyrexian Dog,2011-02-04,0.04,6.0,['B'],common
2135,Caustic Wasps,Creature — Insect,1999-10-04,1.21,3.0,['G'],uncommon
2136,Cautery Sliver,Creature — Sliver,2021-03-19,0.18,2.0,"['R', 'W']",uncommon
2137,Cautious Survivor,Creature — Elf Survivor,2024-09-27,0.02,4.0,['G'],common
2138,Cavalier of Dawn,Creature — Elemental Knight,2019-07-12,6.27,5.0,['W'],mythic
2139,Cavalier of Flame,Creature — Elemental Knight,2019-07-12,2.03,5.0,['R'],mythic
2140,Cavalier of Gales,Creature — Elemental Knight,2019-07-12,1.71,5.0,['U'],mythic
2141,Cavalier of Night,Creature — Elemental Knight,2019-07-12,4.30,5.0,['B'],mythic
2142,Cavalier of Thorns,Creature — Elemental Knight,2019-07-12,1.98,5.0,['G'],mythic
2143,Cavalry Drillmaster,Creature — Human Knight,2018-07-13,0.03,2.0,['W'],common
2144,Cavalry Master,Creature — Human Knight,2006-10-06,0.12,4.0,['W'],uncommon
2145,Cavalry Pegasus,Creature — Pegasus,2020-04-17,0.08,2.0,['W'],common
2146,Cave People,Creature — Human,1997-03-24,0.16,3.0,['R'],uncommon
2147,Cavern Crawler,Creature — Insect,1999-10-04,0.16,3.0,['R'],common
2148,Cavern Harpy,Creature — Harpy Beast,2001-02-05,0.23,2.0,"['B', 'U']",common
2149,Cavern-Hoard Dragon,Creature — Dragon,2023-06-23,10.50,9.0,['R'],rare
2150,Cavern Lampad,Enchantment Creature — Nymph,2013-09-27,0.06,4.0,['B'],common
2151,Cavern Stomper,Creature — Dinosaur,2023-11-17,0.03,6.0,['G'],common
2152,Cavern Thoctar,Creature — Beast,2008-10-03,0.04,6.0,"['G', 'R']",common
2153,Cavern Whisperer,Creature — Nightmare,2020-04-24,0.05,5.0,['B'],common
2154,Caves of Chaos Adventurer,Creature — Human Barbarian,2022-06-10,0.35,4.0,['R'],rare
2155,Cave Tiger,Creature — Cat,1998-10-12,0.14,3.0,['G'],common
2156,"Cayth, Famed Mechanist",Legendary Creature — Dwarf Artificer,2024-06-14,0.33,4.0,"['R', 'U', 'W']",mythic
2157,"Cazur, Ruthless Stalker",Legendary Creature — Human Warrior,2024-04-19,0.15,4.0,['G'],mythic
2158,Ceaseless Searblades,Creature — Elemental Warrior,2007-10-12,0.12,4.0,['R'],uncommon
2159,"Cecily, Haunted Mage",Legendary Creature — Human Wizard,2022-03-03,0.34,4.0,"['B', 'R', 'U']",rare
2160,Celeborn the Wise,Legendary Creature — Elf Noble,2023-06-23,0.03,4.0,['G'],uncommon
2161,Celebr-8000,Artifact Creature — Clown Robot,2022-10-07,1.01,5.0,[],rare
2162,Celebrity Fencer,Creature — Elf Druid,2022-04-29,0.04,4.0,['W'],common
2163,Celestial Ancient,Creature — Elemental,2016-11-25,0.56,5.0,['W'],rare
2164,Celestial Archon,Enchantment Creature — Archon,2018-08-09,0.10,5.0,['W'],rare
2165,Celestial Crusader,Creature — Spirit,2021-03-19,0.08,4.0,['W'],uncommon
2166,Celestial Enforcer,Creature — Human Cleric,2020-07-03,0.03,3.0,['W'],common
2167,Celestial Force,Creature — Elemental,2011-06-17,1.04,8.0,['W'],rare
2168,Celestial Gatekeeper,Creature — Bird Cleric,2003-02-03,0.99,5.0,['W'],rare
2169,Celestial Kirin,Legendary Creature — Kirin Spirit,2005-06-03,0.66,4.0,['W'],rare
2170,Celestial Messenger,Creature — Bird Spirit,2019-07-12,0.12,4.0,['U'],common
2171,Celestial Regulator,Creature — Angel Advisor,2022-04-29,0.04,3.0,"['U', 'W']",common
2172,Celestial Unicorn,Creature — Unicorn,2021-07-23,0.10,3.0,['W'],common
2173,"Celestine, the Living Saint",Legendary Creature — Human Warrior,2022-10-07,7.04,5.0,['W'],rare
2174,Celestus Sanctifier,Creature — Human Cleric,2021-09-24,0.03,3.0,['W'],common
2175,Cemetery Desecrator,Creature — Zombie,2021-11-19,0.21,6.0,['B'],mythic
2176,Cemetery Gate,Creature — Wall,1995-10-01,0.16,3.0,['B'],common
2177,Cemetery Gatekeeper,Creature — Vampire,2021-11-19,4.87,2.0,['R'],mythic
2178,Cemetery Illuminator,Creature — Spirit,2021-11-19,0.56,3.0,['U'],mythic
2179,Cemetery Protector,Creature — Human Soldier,2021-11-19,0.70,4.0,['W'],mythic
2180,Cemetery Prowler,Creature — Wolf,2021-11-19,3.74,3.0,['G'],mythic
2181,Cemetery Puca,Creature — Shapeshifter,2008-05-02,2.33,3.0,"['B', 'U']",rare
2182,Cemetery Reaper,Creature — Zombie,2021-09-24,1.35,3.0,['B'],rare
2183,Cenn's Heir,Creature — Kithkin Soldier,2007-10-12,0.09,2.0,['W'],common
2184,Cenn's Tactician,Creature — Kithkin Soldier,2008-02-01,0.25,1.0,['W'],uncommon
2185,Cenote Scout,Creature — Merfolk Scout,2023-11-17,0.14,1.0,['G'],uncommon
2186,Centaur Archer,Creature — Centaur Archer,1995-06-03,0.21,3.0,"['G', 'R']",uncommon
2187,Centaur Battlemaster,Creature — Centaur Warrior,2022-07-08,0.04,5.0,['G'],uncommon
2188,Centaur Chieftain,Creature — Centaur,2016-06-10,0.13,4.0,['G'],uncommon
2189,Centaur Courser,Creature — Centaur Warrior,2019-07-12,0.02,3.0,['G'],common
2190,Centaur Healer,Creature — Centaur Cleric,2018-06-08,0.03,3.0,"['G', 'W']",common
2191,Centaur Nurturer,Creature — Centaur Druid,2019-05-03,0.03,4.0,['G'],common
2192,Centaur of Attention,Creature — Centaur Performer,2022-10-07,0.08,5.0,['G'],rare
2193,Centaur Omenreader,Snow Creature — Centaur Shaman,2007-05-04,0.33,4.0,['G'],uncommon
2194,Centaur Peacemaker,Creature — Centaur Cleric,2018-10-05,0.02,3.0,"['G', 'W']",common
2195,Centaur Rootcaster,Creature — Centaur Druid,2002-05-27,0.18,4.0,['G'],common
2196,Centaur Safeguard,Creature — Centaur Warrior,2005-10-07,0.02,3.0,"['G', 'W']",common
2197,Centaur's Herald,Creature — Elf Scout,2012-10-05,0.03,1.0,['G'],common
2198,Centaur Veteran,Creature — Centaur,2002-02-04,0.07,6.0,['G'],common
2199,Centaur Vinecrasher,Creature — Plant Centaur,2018-08-09,0.27,4.0,['G'],rare
2200,Cephalid Aristocrat,Creature — Octopus Noble,2002-02-04,0.13,5.0,['U'],common
2201,Cephalid Broker,Creature — Octopus,2017-11-17,0.19,4.0,['U'],uncommon
2202,Cephalid Constable,Creature — Octopus Wizard,2007-07-13,11.38,3.0,['U'],rare
2203,Cephalid Facetaker,Creature — Octopus Rogue,2022-04-29,2.50,3.0,['U'],rare
2204,Cephalid Illusionist,Creature — Octopus Wizard,2002-02-04,2.66,2.0,['U'],uncommon
2205,Cephalid Inkmage,Creature — Octopus Wizard,2024-11-15,0.31,3.0,['U'],uncommon
2206,Cephalid Inkshrouder,Creature — Octopus,2002-05-27,0.25,3.0,['U'],uncommon
2207,Cephalid Looter,Creature — Octopus Rogue,2001-10-01,0.15,3.0,['U'],common
2208,Cephalid Pathmage,Creature — Octopus Wizard,2003-02-03,0.14,3.0,['U'],common
2209,Cephalid Retainer,Creature — Octopus,2001-10-01,0.27,4.0,['U'],rare
2210,Cephalid Sage,Creature — Octopus,2016-06-10,0.04,4.0,['U'],common
2211,Cephalid Scout,Creature — Octopus Wizard Scout,2001-10-01,0.07,2.0,['U'],common
2212,Cephalid Snitch,Creature — Octopus Wizard,2002-02-04,0.14,2.0,['U'],common
2213,Cephalid Vandal,Creature — Octopus Rogue,2002-02-04,0.34,2.0,['U'],rare
2214,Cephalopod Sentry,Artifact Creature — Phyrexian Squid,2023-02-03,0.02,4.0,"['U', 'W']",uncommon
2215,Ceremonial Guard,Creature — Human Soldier,1999-10-04,0.08,3.0,['R'],common
2216,Cerodon Yearling,Creature — Beast,2009-09-04,0.30,2.0,"['R', 'W']",common
2217,Cerulean Drake,Creature — Drake,2019-07-12,0.09,2.0,['U'],uncommon
2218,Cerulean Sphinx,Creature — Sphinx,2024-01-12,0.07,6.0,['U'],uncommon
2219,Cerulean Wyvern,Creature — Drake,1996-10-08,0.22,5.0,['U'],uncommon
2220,Ceta Disciple,Creature — Merfolk Wizard,2001-06-04,0.07,1.0,"['G', 'R', 'U']",common
2221,Cetavolver,Creature — Volver,2001-06-04,0.29,2.0,"['G', 'R', 'U']",rare
2222,Chainbreaker,Artifact Creature — Scarecrow,2008-05-02,0.21,2.0,[],common
2223,Chain Devil,Creature — Devil,2022-06-10,0.02,4.0,['B'],common
2224,Chained Brute,Creature — Devil,2020-07-17,0.08,2.0,['R'],uncommon
2225,Chained Throatseeker,Creature — Phyrexian Horror,2011-05-13,0.09,6.0,['U'],common
2226,"Chainer, Dementia Master",Legendary Creature — Human Minion,2023-08-04,0.20,5.0,['B'],rare
2227,"Chainer, Nightmare Adept",Legendary Creature — Human Minion,2021-06-18,0.46,4.0,"['B', 'R']",rare
2228,Chainflail Centipede,Artifact Creature — Equipment Insect,2022-02-18,0.02,3.0,['B'],common
2229,Chainflinger,Creature — Beast,2001-10-01,0.10,4.0,['R'],common
2230,Chainweb Aracnir,Creature — Spider,2020-01-24,0.14,1.0,['G'],uncommon
2231,Chainwhip Cyclops,Creature — Cyclops Warrior,2024-02-23,0.05,5.0,['R'],common
2232,Chakram Retriever,Creature — Elemental Dog,2018-06-08,2.69,5.0,['U'],uncommon
2233,Chakram Slinger,Creature — Human Warrior,2018-06-08,0.09,5.0,['R'],uncommon
2234,Challenger Troll,Creature — Troll,2024-02-23,0.12,5.0,['G'],uncommon
2235,Chambered Nautilus,Creature — Nautilus Beast,1999-10-04,0.15,3.0,['U'],uncommon
2236,Chamber Sentry,Artifact Creature — Construct,2020-07-17,0.10,0.0,"['B', 'G', 'R', 'U', 'W']",rare
2237,Chameleon Colossus,Creature — Shapeshifter,2021-07-23,0.93,4.0,['G'],rare
2238,Chameleon Spirit,Creature — Illusion Spirit,1999-10-04,0.23,4.0,['U'],uncommon
2239,Champion Lancer,Creature — Human Knight,1999-07-01,3.16,6.0,['W'],rare
2240,Champion of Arashin,Creature — Dog Warrior,2018-06-08,0.04,4.0,['W'],common
2241,Champion of Dusk,Creature — Vampire Knight,2023-11-17,0.17,5.0,['B'],rare
2242,Champion of Lambholt,Creature — Human Warrior,2023-04-21,1.55,3.0,['G'],rare
2243,Champion of Rhonas,Creature — Jackal Warrior,2017-04-28,0.28,4.0,['G'],rare
2244,Champion of Stray Souls,Creature — Skeleton Warrior,2019-08-23,0.16,6.0,['B'],mythic
2245,Champion of the Flame,Creature — Human Warrior,2023-08-04,0.06,2.0,['R'],common
2246,Champion of the Parish,Creature — Human Soldier,2016-02-26,1.12,1.0,['W'],rare
2247,Champion of the Perished,Creature — Zombie,2021-09-24,1.37,1.0,['B'],rare
2248,Champion of Wits,Creature — Snake Wizard,2022-04-29,0.05,3.0,['U'],rare
2249,Champion's Drake,Creature — Drake,2010-04-23,0.11,2.0,['U'],common
2250,Champions of Minas Tirith,Creature — Human Soldier,2023-06-23,0.26,6.0,['W'],rare
2251,Chancellor of Tales,Creature — Faerie Advisor,2023-09-08,0.02,4.0,['U'],uncommon
2252,Chancellor of the Annex,Creature — Phyrexian Angel,2011-05-13,2.11,7.0,['W'],rare
2253,Chancellor of the Dross,Creature — Phyrexian Vampire,2011-05-13,1.25,7.0,['B'],rare
2254,Chancellor of the Forge,Creature — Phyrexian Giant,2011-05-13,0.69,7.0,['R'],rare
2255,Chancellor of the Spires,Creature — Phyrexian Sphinx,2011-05-13,0.56,7.0,['U'],rare
2256,Chancellor of the Tangle,Creature — Phyrexian Beast,2011-05-13,0.39,7.0,['G'],rare
2257,Chance-Met Elves,Creature — Elf Warrior,2023-06-23,0.02,3.0,['G'],common
2258,Chandler,Legendary Creature — Human Rogue,1995-10-01,0.25,5.0,['R'],common
2259,"Chandra, Fire of Kaladesh // Chandra, Roaring Flame",Legendary Creature — Human Shaman // Legendary Planeswalker — Chandra,2015-07-17,1.06,3.0,['R'],mythic
2260,Chandra's Embercat,Creature — Elemental Cat,2019-07-12,0.07,2.0,['R'],common
2261,Chandra's Firemaw,Creature — Hellion,2020-07-03,0.23,5.0,['R'],rare
2262,Chandra's Incinerator,Creature — Elemental,2020-07-03,1.21,6.0,['R'],rare
2263,Chandra's Magmutt,Creature — Elemental Dog,2020-07-03,0.04,2.0,['R'],common
2264,Chandra's Phoenix,Creature — Phoenix,2017-06-16,0.26,3.0,['R'],rare
2265,Chandra's Pyreling,Creature — Elemental Lizard,2020-07-03,0.05,2.0,['R'],uncommon
2266,Chandra's Spitfire,Creature — Elemental,2019-07-12,0.06,3.0,['R'],uncommon
2267,Changeling Berserker,Creature — Shapeshifter,2007-10-12,0.66,4.0,['R'],uncommon
2268,Changeling Hero,Creature — Shapeshifter,2007-10-12,0.22,5.0,['W'],uncommon
2269,Changeling Outcast,Creature — Shapeshifter,2024-04-19,1.06,1.0,['B'],common
2270,Changeling Sentinel,Creature — Shapeshifter,2008-02-01,0.14,4.0,['W'],common
2271,Changeling Titan,Creature — Shapeshifter,2007-10-12,3.70,5.0,['G'],uncommon
2272,Channeler Initiate,Creature — Human Druid,2017-04-28,0.19,2.0,['G'],rare
2273,Chaos Channeler,Creature — Human Shaman,2021-07-23,0.12,4.0,['R'],uncommon
2274,Chaos Defiler,Artifact Creature — Demon Construct,2022-10-07,3.98,5.0,"['B', 'R']",rare
2275,Chaos Dragon,Creature — Dragon,2022-06-10,3.71,3.0,['R'],rare
2276,Chaos Harlequin,Creature — Human,1996-06-10,0.48,4.0,['R'],rare
2277,Chaos Imps,Creature — Imp,2012-10-05,0.13,6.0,['R'],rare
2278,Chaos Lord,Creature — Human,1995-06-03,0.38,7.0,['R'],rare
2279,Chaos Maw,Creature — Hellion,2017-07-14,0.13,7.0,['R'],rare
2280,Chaos Terminator Lord,Creature — Astartes Warrior,2022-10-07,0.12,4.0,['R'],uncommon
2281,Chaotic Goo,Creature — Ooze,1997-10-14,2.07,4.0,['R'],rare
2282,Chapel Geist,Creature — Spirit,2016-02-26,0.12,3.0,['W'],common
2283,Chaplain of Alms // Chapel Shieldgeist,Creature — Human Cleric // Creature — Spirit Cleric,2021-09-24,0.07,1.0,['W'],uncommon
2284,Chardalyn Dragon,Artifact Creature — Dragon,2022-06-10,0.04,6.0,[],common
2285,Charforger,Creature — Phyrexian Beast,2023-02-03,0.02,3.0,"['B', 'R']",uncommon
2286,Charging Badger,Creature — Badger,2014-02-07,0.05,1.0,['G'],common
2287,Charging Bandits,Creature — Human Rogue,1997-05-01,0.22,5.0,['B'],uncommon
2288,Charging Binox,Creature — Beast,2018-06-08,0.05,8.0,['G'],common
2289,Charging Cinderhorn,Creature — Elemental Ox,2016-11-11,0.35,4.0,['R'],rare
2290,Charging Griffin,Creature — Griffin,2015-07-17,0.07,4.0,['W'],common
2291,Charging Hooligan,Creature — Human Peasant,2023-09-08,0.06,4.0,['R'],uncommon
2292,Charging Monstrosaur,Creature — Dinosaur,2017-09-29,0.16,5.0,['R'],uncommon
2293,Charging Paladin,Creature — Human Knight,2014-12-05,0.22,3.0,['W'],common
2294,Charging Rhino,Creature — Rhino,2018-06-08,0.06,5.0,['G'],common
2295,Charging Slateback,Creature — Beast,2002-10-07,0.05,5.0,['R'],common
2296,Charging Troll,Creature — Troll,2010-03-19,0.06,4.0,"['G', 'W']",uncommon
2297,Charging Tuskodon,Creature — Dinosaur,2018-01-19,0.20,5.0,['R'],uncommon
2298,Charging War Boar,Creature — Boar,2019-01-25,0.09,3.0,"['G', 'R']",uncommon
2299,Charismatic Conqueror,Creature — Vampire Soldier,2023-11-17,26.85,2.0,['W'],rare
2300,Charismatic Vanguard,Creature — Dwarf Soldier,2022-09-09,0.05,3.0,['W'],common
2301,Charity Extractor,Creature — Human Knight,2019-05-03,0.02,4.0,['B'],common
2302,"Charix, the Raging Isle",Legendary Creature — Leviathan Crab,2020-09-25,0.35,4.0,['U'],rare
2303,Charmbreaker Devils,Creature — Devil,2021-04-23,0.18,6.0,['R'],rare
2304,Charmed Clothier,Creature — Faerie Advisor,2023-09-08,0.01,5.0,['W'],common
2305,Charmed Griffin,Creature — Griffin,1999-10-04,0.20,4.0,['W'],uncommon
2306,Charmed Stray,Creature — Cat,2019-05-03,0.07,1.0,['W'],common
2307,Charming Prince,Creature — Human Noble,2024-11-15,,2.0,['W'],rare
2308,Charming Scoundrel,Creature — Human Rogue,2023-09-08,0.55,2.0,['R'],rare
2309,Charm Peddler,Creature — Human Spellshaper,1999-10-04,0.07,1.0,['W'],common
2310,Charnelhoard Wurm,Creature — Wurm,2018-08-09,0.17,7.0,"['B', 'G', 'R']",rare
2311,Charnel Troll,Creature — Troll,2018-10-05,0.09,3.0,"['B', 'G']",rare
2312,Charred Graverobber,Creature — Skeleton Mercenary,2024-04-19,0.08,3.0,['B'],rare
2313,Char-Rumbler,Creature — Elemental,2021-03-19,0.03,4.0,['R'],uncommon
2314,Chartooth Cougar,Creature — Cat Beast,2018-03-16,0.03,6.0,['R'],common
2315,Chasm Drake,Creature — Drake,2011-07-15,0.07,5.0,['U'],common
2316,Chasm Guide,Creature — Goblin Scout Ally,2015-10-02,0.06,4.0,['R'],uncommon
2317,Chasm Skulker,Creature — Squid Horror,2023-04-21,0.67,3.0,['U'],rare
2318,"Chatterfang, Squirrel General",Legendary Creature — Squirrel Warrior,2021-06-18,5.23,3.0,"['B', 'G']",mythic
2319,Cheap Ass,Creature — Donkey Townsfolk,2004-11-19,0.23,2.0,['W'],common
2320,Cheatyface,Creature — Efreet,2020-02-29,1.00,3.0,['U'],uncommon
2321,Checkpoint Officer,Creature — Human Soldier,2020-04-24,0.02,2.0,['W'],common
2322,Cheeky House-Mouse // Squeak By,Creature — Mouse // Sorcery — Adventure,2023-09-08,0.11,1.0,['W'],uncommon
2323,Cheering Fanatic,Creature — Goblin,2018-06-08,0.17,2.0,['R'],uncommon
2324,Cherished Hatchling,Creature — Dinosaur,2018-01-19,0.11,2.0,['G'],uncommon
2325,"Chevill, Bane of Monsters",Legendary Creature — Human Rogue,2020-04-24,1.13,2.0,"['B', 'G']",mythic
2326,Chicken à la King,Creature — Bird Noble,2020-02-29,0.22,3.0,['U'],rare
2327,Chicken Egg,Creature — Egg,1998-08-11,0.26,2.0,['R'],common
2328,Chicken Troupe,Creature — Bird Performer,2022-10-07,0.05,2.0,['G'],common
2329,Chief Engineer,Creature — Vedalken Artificer,2016-11-11,0.61,2.0,['U'],rare
2330,Chief of the Edge,Creature — Human Warrior,2014-09-26,0.10,2.0,"['B', 'W']",uncommon
2331,Chief of the Foundry,Artifact Creature — Construct,2020-08-07,0.23,3.0,[],uncommon
2332,Chief of the Scale,Creature — Human Warrior,2014-09-26,0.04,2.0,"['B', 'W']",uncommon
2333,Chieftain en-Dal,Creature — Human Knight,2000-02-14,0.20,3.0,['W'],uncommon
2334,Childhood Horror,Creature — Horror,2001-10-01,0.24,4.0,['B'],uncommon
2335,Child of Alara,Legendary Creature — Avatar,2022-07-08,0.51,5.0,"['B', 'G', 'R', 'U', 'W']",rare
2336,Child of Gaea,Creature — Elemental,1998-10-12,0.78,6.0,['G'],rare
2337,Child of Night,Creature — Vampire,2020-07-17,0.07,2.0,['B'],common
2338,Child of the Pack // Savage Packmate,Creature — Human Werewolf // Creature — Werewolf,2021-11-19,0.14,4.0,"['G', 'R']",uncommon
2339,Child of the Volcano,Creature — Elemental,2023-11-17,0.02,4.0,['R'],common
2340,Child of Thorns,Creature — Spirit,2005-02-04,0.06,1.0,['G'],common
2341,Children of Korlis,Creature — Human Rebel Cleric,2021-03-19,0.17,1.0,['W'],common
2342,Chillbringer,Creature — Elemental,2019-01-25,0.06,5.0,['U'],common
2343,Chillerpillar,Snow Creature — Insect,2019-06-14,0.05,4.0,['U'],common
2344,Chilling Apparition,Creature — Spirit,2000-06-05,0.21,3.0,['B'],uncommon
2345,Chilling Shade,Snow Creature — Shade,2006-07-21,0.16,3.0,['B'],common
2346,Chimney Imp,Creature — Imp,2003-10-02,0.07,5.0,['B'],common
2347,Chimney Rabble,Creature — Phyrexian Goblin Warrior,2023-02-03,0.02,4.0,['R'],common
2348,Chipper Chopper,Artifact Creature — Cyborg Rigger,2017-12-08,0.04,4.0,['U'],common
2349,"Chisei, Heart of Oceans",Legendary Creature — Spirit,2005-02-04,2.35,4.0,['U'],rare
2350,"Chishiro, the Shattered Blade",Legendary Creature — Snake Samurai,2022-02-18,0.47,4.0,"['G', 'R']",mythic
2351,"Chiss-Goria, Forge Tyrant",Legendary Creature — Dragon,2023-02-03,2.78,9.0,['R'],mythic
2352,Chittering Dispatcher,Creature — Eldrazi Drone,2024-06-14,0.53,3.0,['G'],rare
2353,Chittering Harvester,Creature — Nightmare,2020-04-24,0.10,6.0,['B'],uncommon
2354,Chittering Host,Creature — Eldrazi Horror,2016-07-22,,7.0,['B'],common
